"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes","colour"
"399",200,"+","BGCv11","ESSF","ESSF_dry","ESSFxvp","ESSFxvp","Very Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Parkland","","","","BC","BC","","#7145DEFF"
"400",200,"-","BGCv11","ESSF","ESSF_dry","ESSFxvp","ESSFxvp","Very Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Parkland","","","","BC","BC","",""
"401",201,"+","BGCv11","ESSF","ESSF_dry","ESSFxvw","ESSFxvw","Very Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Woodland","","","","BC","BC","","#8C5FCAFF"
"402",201,"-","BGCv11","ESSF","ESSF_dry","ESSFxvw","ESSFxvw","Very Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Very Dry Very Cold Woodland","","","","BC","BC","",""
"403",202,"+","USA_2019","ESSF","ESSF_dry","ESSFxw","ESSFxw_OR","Very Dry Warm Oregon ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","Oregon","NE Oregon & WC Idaho","ESSFxcy","USA","OR","","#7230C8FF"
"404",202,"-","USA_2019","ESSF","ESSF_dry","ESSFxw","ESSFxw_OR","Very Dry Warm Oregon ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","Oregon","NE Oregon & WC Idaho","ESSFxcy","USA","OR","",""
"405",203,"+","USA_2026","ESSF","ESSF_dry","ESSFxwp","ESSFxwp_OR","Very Dry Warm Oregon Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","OR","NE Oregon & WC Idaho","","USA","OR","","#D3689CFF"
"406",203,"-","USA_2026","ESSF","ESSF_dry","ESSFxwp","ESSFxwp_OR","Very Dry Warm Oregon Parkland ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Warm","OR","NE Oregon & WC Idaho","","USA","OR","",""
"407",204,"+","USA_2019","ESSF","ESSF_dry","ESSFxx","ESSFxx_WY","Very Dry Very Hot Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","Wyoming","W & NC Wyoming","","USA","WY","","#E035E5FF"
"408",204,"-","USA_2019","ESSF","ESSF_dry","ESSFxx","ESSFxx_WY","Very Dry Very Hot Wyoming ESSF","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","Wyoming","W & NC Wyoming","","USA","WY","",""
"409",205,"+","USA_2026","ESSF","ESSF_dry","ESSFxxp","ESSFxxp_WY","Very Dry Very Hot Wyoming ESSF Parkland","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","WY","W & NC Wyoming","","USA","WY","","#A117CFFF"
"410",205,"-","USA_2026","ESSF","ESSF_dry","ESSFxxp","ESSFxxp_WY","Very Dry Very Hot Wyoming ESSF Parkland","Engelmann Spruce – Subalpine Fir","Very Dry Very Hot","WY","W & NC Wyoming","","USA","WY","",""
"411",206,"+","AB_2018","FG","FG","FGff","FGff","Foothills Fescue FG","Fescue Grassland","","","NW Montana, to AB border","FG  ff","AB","AB","","#DBB74AFF"
"412",206,"-","AB_2018","FG","FG","FGff","FGff","Foothills Fescue FG","Fescue Grassland","","","NW Montana, to AB border","FG  ff","AB","AB","",""
"413",207,"+","AB_2018","FG","FG","FGnf","FGnf","Northern FG","Fescue Grassland","Northern","","S Alberta","FG  nf","AB","AB","","#C69B23FF"
"414",207,"-","AB_2018","FG","FG","FGnf","FGnf","Northern FG","Fescue Grassland","Northern","","S Alberta","FG  nf","AB","AB","",""
"415",208,"+","USA_2019","GBD","GBD","GBDdw","GBDdw_UT","Dry Warm Utah GBD","Great Basin Desert","Dry Warm","Utah","Utah, E Nevada, WC Wyoming","GBD xxx","USA","UT","","#A4A487FF"
"416",208,"-","USA_2019","GBD","GBD","GBDdw","GBDdw_UT","Dry Warm Utah GBD","Great Basin Desert","Dry Warm","Utah","Utah, E Nevada, WC Wyoming","GBD xxx","USA","UT","",""
"417",209,"+","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Very Dry Hot Nevada GBD","Great Basin Desert","Very Dry Hot","Nevada","Nevada, NE California","GBD xxy","USA","NV","","#A09D85FF"
"418",209,"-","USA_2019","GBD","GBD","GBDxh","GBDxh_NV","Very Dry Hot Nevada GBD","Great Basin Desert","Very Dry Hot","Nevada","Nevada, NE California","GBD xxy","USA","NV","",""
"419",210,"+","USA_2019","GBD","GBD","GBDxx","GBDxx_UT","Very Dry Very Hot Utah GBD","Great Basin Desert","Very Dry Very Hot","Utah","SE Utah","GBD xxw","USA","UT","","#9C9969FF"
"420",210,"-","USA_2019","GBD","GBD","GBDxx","GBDxx_UT","Very Dry Very Hot Utah GBD","Great Basin Desert","Very Dry Very Hot","Utah","SE Utah","GBD xxw","USA","UT","",""
"421",211,"+","USA_2019","ICH","ICH_dry","ICHdh","ICHdh_ID","Dry Hot Idaho ICH","Interior Cedar – Hemlock","Dry Hot","Idaho","NEd Idaho & NW Montana","ICH dhz","USA","ID","","#71D86BFF"
"422",211,"-","USA_2019","ICH","ICH_dry","ICHdh","ICHdh_ID","Dry Hot Idaho ICH","Interior Cedar – Hemlock","Dry Hot","Idaho","NEd Idaho & NW Montana","ICH dhz","USA","ID","",""
"423",212,"+","BGCv11","ICH","ICH_dry","ICHdk","ICHdk","Dry Cool ICH","Interior Cedar  –  Hemlock","Dry Cool","","","","BC","BC","","#71DE73FF"
"424",212,"-","BGCv11","ICH","ICH_dry","ICHdk","ICHdk","Dry Cool ICH","Interior Cedar  –  Hemlock","Dry Cool","","","","BC","BC","",""
"425",213,"+","BGCv11","ICH","ICH_dry","ICHdm","ICHdm","Dry Mild ICH","Interior Cedar  –  Hemlock","Dry Mild","","","","BC","BC","","#71EF65FF"
"426",213,"-","BGCv11","ICH","ICH_dry","ICHdm","ICHdm","Dry Mild ICH","Interior Cedar  –  Hemlock","Dry Mild","","","","BC","BC","",""
"427",214,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw1","West Kootenay Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","West Kootenay","","","BC","BC","","#4AEF58FF"
"428",214,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw1","West Kootenay Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","West Kootenay","","","BC","BC","",""
"429",215,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw3","North Thompson Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","North Thompson","","","BC","BC","","#1CD52FFF"
"430",215,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw3","North Thompson Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","North Thompson","","","BC","BC","",""
"431",216,"+","BGCv11","ICH","ICH_dry","ICHdw","ICHdw4","Shuswap Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","Shuswap","","","BC","BC","","#4DDF42FF"
"432",216,"-","BGCv11","ICH","ICH_dry","ICHdw","ICHdw4","Shuswap Dry Warm ICH","Interior Cedar  –  Hemlock","Dry Warm","Shuswap","","","BC","BC","",""
"433",217,"+","USA_2019","ICH","ICH_dry","ICHdw","ICHdw_ID","Dry Warm Idaho ICH","Interior Cedar – Hemlock","Dry Warm","Idaho","NE Washington, N Idaho, NW Montana","ICH dwz","USA","ID","","#1BE714FF"
"434",217,"-","USA_2019","ICH","ICH_dry","ICHdw","ICHdw_ID","Dry Warm Idaho ICH","Interior Cedar – Hemlock","Dry Warm","Idaho","NE Washington, N Idaho, NW Montana","ICH dwz","USA","ID","",""
"435",218,"+","BGCv11","ICH","ICH_meso","ICHmc","ICHmc1","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC","","#5CEE59FF"
"436",218,"-","BGCv11","ICH","ICH_meso","ICHmc","ICHmc1","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC","",""
"437",219,"+","BGCv11","ICH","ICH_meso","ICHmca","ICHmc1a","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC","","#80D07DFF"
"438",219,"-","BGCv11","ICH","ICH_meso","ICHmca","ICHmc1a","Nass Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Nass","","","BC","BC","",""
"439",220,"+","BGCv11","ICH","ICH_meso","ICHmc","ICHmc2","Hazelton Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Hazelton","","","BC","BC","","#20DC3FFF"
"440",220,"-","BGCv11","ICH","ICH_meso","ICHmc","ICHmc2","Hazelton Moist Cold ICH","Interior Cedar  –  Hemlock","Moist Cold","Hazelton","","","BC","BC","",""
"441",221,"+","USA_2019","ICH","ICH_meso","ICHmh","ICHmh_MT","Moist Hot Montana ICH","Interior Cedar – Hemlock","Moist Hot","Montana","NW Montana","ICH mwz","USA","MT","","#64C829FF"
"442",221,"-","USA_2019","ICH","ICH_meso","ICHmh","ICHmh_MT","Moist Hot Montana ICH","Interior Cedar – Hemlock","Moist Hot","Montana","NW Montana","ICH mwz","USA","MT","",""
"443",222,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk1","Okanagan Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Okanagan","","","BC","BC","","#64E46FFF"
"444",222,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk1","Okanagan Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Okanagan","","","BC","BC","",""
"445",223,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk2","Thompson Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Thompson","","","BC","BC","","#0DDD18FF"
"446",223,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk2","Thompson Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Thompson","","","BC","BC","",""
"447",224,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk3","Horsefly Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Horsefly","","","BC","BC","","#0DDD0DFF"
"448",224,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk3","Horsefly Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Horsefly","","","BC","BC","",""
"449",225,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk4","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC","","#1DE11DFF"
"450",225,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk4","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC","",""
"451",226,"+","BGCv11","ICH","ICH_meso","ICHmk","ICHmk5","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC","","#41CA3CFF"
"452",226,"-","BGCv11","ICH","ICH_meso","ICHmk","ICHmk5","Kootenay Moist Cool ICH","Interior Cedar  –  Hemlock","Moist Cool","Kootenay","","","BC","BC","",""
"453",227,"+","BGCv11","ICH","ICH_meso","ICHmm","ICHmm","Moist Mild ICH","Interior Cedar  –  Hemlock","Moist Mild","","","","BC","BC","","#39E639FF"
"454",227,"-","BGCv11","ICH","ICH_meso","ICHmm","ICHmm","Moist Mild ICH","Interior Cedar  –  Hemlock","Moist Mild","","","","BC","BC","",""
"455",228,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw1","Kinbasket Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Kinbasket","","","BC","BC","","#45E732FF"
"456",228,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw1","Kinbasket Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Kinbasket","","","BC","BC","",""
"457",229,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw2","Shuswap Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Shuswap","","","BC","BC","","#96DB71FF"
"458",229,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw2","Shuswap Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Shuswap","","","BC","BC","",""
"459",230,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw3","Thompson Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Thompson","","","BC","BC","","#7CDC71FF"
"460",230,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw3","Thompson Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Thompson","","","BC","BC","",""
"461",231,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw4","Ymir Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Ymir","","","BC","BC","","#73D582FF"
"462",231,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw4","Ymir Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Ymir","","","BC","BC","",""
"463",232,"+","BGCv11","ICH","ICH_meso","ICHmw","ICHmw5","Granby Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Granby","","","BC","BC","","#92E681FF"
"464",232,"-","BGCv11","ICH","ICH_meso","ICHmw","ICHmw5","Granby Moist Warm ICH","Interior Cedar  –  Hemlock","Moist Warm","Granby","","","BC","BC","",""
"465",233,"+","USA_2019","ICH","ICH_meso","ICHmw","ICHmw_MT","Moist Warm Montana ICH","Interior Cedar – Hemlock","Moist Warm","Montana","NW Montana [N Idaho]","ICH mwy","USA","MT","","#86E869FF"
"466",233,"-","USA_2019","ICH","ICH_meso","ICHmw","ICHmw_MT","Moist Warm Montana ICH","Interior Cedar – Hemlock","Moist Warm","Montana","NW Montana [N Idaho]","ICH mwy","USA","MT","",""
"467",234,"+","BGCv13","ICH","","ICHun","ICHun1","Undifferentiated Central Coast ICH","Interior Cedar  –  Hemlock","Undifferentiated"," Central Coast",NA,"IDFww portion","BC","BC",NA,"#98E993FF"
"468",234,"-","BGCv13","ICH","","ICHun","ICHun1","Undifferentiated Central Coast ICH","Interior Cedar  –  Hemlock","Undifferentiated"," Central Coast",NA,"IDFww portion","BC","BC",NA,""
"469",235,"+","BGCv11","ICH","ICH_wet","ICHvc","ICHvc","Very Wet Cold ICH","Interior Cedar  –  Hemlock","Very Wet Cold","","","","BC","BC","","#81E689FF"
"470",235,"-","BGCv11","ICH","ICH_wet","ICHvc","ICHvc","Very Wet Cold ICH","Interior Cedar  –  Hemlock","Very Wet Cold","","","","BC","BC","",""
"471",236,"+","BGCv11","ICH","ICH_wet","ICHvk","ICHvk1","Columbia Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Columbia","","","BC","BC","","#16E024FF"
"472",236,"-","BGCv11","ICH","ICH_wet","ICHvk","ICHvk1","Columbia Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Columbia","","","BC","BC","",""
"473",237,"+","BGCv11","ICH","ICH_wet","ICHvk","ICHvk2","Slim Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Slim","","","BC","BC","","#30DA4CFF"
"474",237,"-","BGCv11","ICH","ICH_wet","ICHvk","ICHvk2","Slim Very Wet Cool ICH","Interior Cedar  –  Hemlock","Very Wet Cool","Slim","","","BC","BC","",""
"475",238,"+","BGCv11","ICH","ICH_wet","ICHwc","ICHwc","Wet Cold ICH","Interior Cedar  –  Hemlock","Wet Cold","","","","BC","BC","","#6DE380FF"
"476",238,"-","BGCv11","ICH","ICH_wet","ICHwc","ICHwc","Wet Cold ICH","Interior Cedar  –  Hemlock","Wet Cold","","","","BC","BC","",""
"477",239,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk1","Shuswap Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Shuswap","","","BC","BC","","#93D478FF"
"478",239,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk1","Shuswap Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Shuswap","","","BC","BC","",""
"479",240,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk2","Quesnel Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Quesnel","","","BC","BC","","#92E188FF"
"480",240,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk2","Quesnel Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Quesnel","","","BC","BC","",""
"481",241,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk3","Goat Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Goat","","","BC","BC","","#4CCC38FF"
"482",241,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk3","Goat Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Goat","","","BC","BC","",""
"483",242,"+","BGCv11","ICH","ICH_wet","ICHwk","ICHwk4","Cariboo Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Cariboo","","","BC","BC","","#85DF62FF"
"484",242,"-","BGCv11","ICH","ICH_wet","ICHwk","ICHwk4","Cariboo Wet Cool ICH","Interior Cedar  –  Hemlock","Wet Cool","Cariboo","","","BC","BC","",""
"485",243,"+","USA_2023","ICH","ICH_dry","ICHxh","ICHxh_ID","Very Dry Hot Idaho ICH","Interior Cedar – Hemlock","Very Dry Hot","Idaho","N Idaho [W Montana]","","USA","ID","","#BECF50FF"
"486",243,"-","USA_2023","ICH","ICH_dry","ICHxh","ICHxh_ID","Very Dry Hot Idaho ICH","Interior Cedar – Hemlock","Very Dry Hot","Idaho","N Idaho [W Montana]","","USA","ID","",""
"487",244,"+","BGCv12","ICH","ICH_dry","ICHxm","ICHxm1","Shuswap Very Dry Mild ICH","Interior Cedar  –  Hemlock","Very Dry Mild","Shuswap","","","BC","BC","","#A4E949FF"
"488",244,"-","BGCv12","ICH","ICH_dry","ICHxm","ICHxm1","Shuswap Very Dry Mild ICH","Interior Cedar  –  Hemlock","Very Dry Mild","Shuswap","","","BC","BC","",""
"489",245,"+","BGCv11","ICH","ICH_dry","ICHxw","ICHxw","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC","","#75E67DFF"
"490",245,"-","BGCv11","ICH","ICH_dry","ICHxw","ICHxw","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC","",""
"491",246,"+","USA_2023","ICH","ICH_dry","ICHxw","ICHxw_ID","Very Dry Warm Idaho ICH","Interior Cedar – Hemlock","Very Dry Warm","Idaho","NC Idaho","","USA","ID","","#7DCD15FF"
"492",246,"-","USA_2023","ICH","ICH_dry","ICHxw","ICHxw_ID","Very Dry Warm Idaho ICH","Interior Cedar – Hemlock","Very Dry Warm","Idaho","NC Idaho","","USA","ID","",""
"493",247,"+","USA_2019","ICH","ICH_dry","ICHxw","ICHxw_WA","Very Dry Warm Washington ICH","Interior Cedar – Hemlock","Very Dry Warm","Washington","NE Washington, N Idaho","ICH xwz","USA","WA","","#75E67DFF"
"494",247,"-","USA_2019","ICH","ICH_dry","ICHxw","ICHxw_WA","Very Dry Warm Washington ICH","Interior Cedar – Hemlock","Very Dry Warm","Washington","NE Washington, N Idaho","ICH xwz","USA","WA","",""
"495",248,"+","BGCv11","ICH","ICH_dry","ICHxwa","ICHxwa","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC","","#80CD1AFF"
"496",248,"-","BGCv11","ICH","ICH_dry","ICHxwa","ICHxwa","Very Dry Warm ICH","Interior Cedar  –  Hemlock","Very Dry Warm","","","","BC","BC","",""
"497",249,"+","BGCv11","IDF","IDF_cool","IDFdc","IDFdc","Dry Cold IDF","Interior Douglas-fir","Dry Cold","","","","BC","BC","","#DED822FF"
"498",249,"-","BGCv11","IDF","IDF_cool","IDFdc","IDFdc","Dry Cold IDF","Interior Douglas-fir","Dry Cold","","","","BC","BC","",""
"499",250,"+","BGCv12","IDF","IDF","IDFdh","IDFdh","Dry Hot IDF","Interior Douglas-fir","Dry Hot","","","","BC","BC","","#EEDB2CFF"
"500",250,"-","BGCv12","IDF","IDF","IDFdh","IDFdh","Dry Hot IDF","Interior Douglas-fir","Dry Hot","","","","BC","BC","",""
"501",251,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_MT","Dry Hot Montana IDF","Interior Douglas-fir","Dry Hot","Montana","NW Montana","IDF dhx","USA","MT","","#C3CC18FF"
"502",251,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_MT","Dry Hot Montana IDF","Interior Douglas-fir","Dry Hot","Montana","NW Montana","IDF dhx","USA","MT","",""
"503",252,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Dry Hot Utah IDF","Interior Douglas-fir","Dry Hot","Utah","Utah, E Nevada, W Colorado","IDF utz","USA","UT","","#DBE33CFF"
"504",252,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_UT","Dry Hot Utah IDF","Interior Douglas-fir","Dry Hot","Utah","Utah, E Nevada, W Colorado","IDF utz","USA","UT","",""
"505",253,"+","USA_2019","IDF","IDF","IDFdh","IDFdh_WA","Dry Hot Washington IDF","Interior Douglas-fir","Dry Hot","Washington","NE Washington, NW Idaho","IDF dhy","USA","WA","","#DEEC18FF"
"506",253,"-","USA_2019","IDF","IDF","IDFdh","IDFdh_WA","Dry Hot Washington IDF","Interior Douglas-fir","Dry Hot","Washington","NE Washington, NW Idaho","IDF dhy","USA","WA","",""
"507",254,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk1","Thompson Dry Cool IDF","Interior Douglas-fir","Dry Cool","Thompson","","","BC","BC","","#D7D768FF"
"508",254,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk1","Thompson Dry Cool IDF","Interior Douglas-fir","Dry Cool","Thompson","","","BC","BC","",""
"509",255,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk2","Cascade Dry Cool IDF","Interior Douglas-fir","Dry Cool","Cascade","","","BC","BC","","#CDC753FF"
"510",255,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk2","Cascade Dry Cool IDF","Interior Douglas-fir","Dry Cool","Cascade","","","BC","BC","",""
"511",256,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk3","Fraser Dry Cool IDF","Interior Douglas-fir","Dry Cool","Fraser","","","BC","BC","","#CDC553FF"
"512",256,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk3","Fraser Dry Cool IDF","Interior Douglas-fir","Dry Cool","Fraser","","","BC","BC","",""
"513",257,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk4","Chilcotin Dry Cool IDF","Interior Douglas-fir","Dry Cool","Chilcotin","","","BC","BC","","#EAE30EFF"
"514",257,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk4","Chilcotin Dry Cool IDF","Interior Douglas-fir","Dry Cool","Chilcotin","","","BC","BC","",""
"515",258,"+","BGCv11","IDF","IDF_cool","IDFdk","IDFdk5","Columbia Dry Cool IDF","Interior Douglas-fir","Dry Cool","Columbia","","","BC","BC","","#E4E63EFF"
"516",258,"-","BGCv11","IDF","IDF_cool","IDFdk","IDFdk5","Columbia Dry Cool IDF","Interior Douglas-fir","Dry Cool","Columbia","","","BC","BC","",""
"517",259,"+","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_MT","Dry Cool Montana IDF","Interior Douglas-fir","Dry Cool","Montana","W Montana","IDF dxz","USA","MT","","#D7E051FF"
"518",259,"-","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_MT","Dry Cool Montana IDF","Interior Douglas-fir","Dry Cool","Montana","W Montana","IDF dxz","USA","MT","",""
"519",260,"+","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_WA","Dry Cool Washington IDF","Interior Douglas-fir","Dry Cool","Washington","NC Washington","IDF dky","USA","WA","","#D0CC51FF"
"520",260,"-","USA_2019","IDF","IDF_cool","IDFdk","IDFdk_WA","Dry Cool Washington IDF","Interior Douglas-fir","Dry Cool","Washington","NC Washington","IDF dky","USA","WA","",""
"521",261,"+","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Dry Cool/Mild Montana IDF","Interior Douglas-fir","Dry Cool Mild","Montana","SW Montana, S Idaho, NW Wyoming","","USA","MT","","#F2E81CFF"
"522",261,"-","USA_2019","IDF","IDF_cool","IDFdkx","IDFdkx_MT","Dry Cool/Mild Montana IDF","Interior Douglas-fir","Dry Cool Mild","Montana","SW Montana, S Idaho, NW Wyoming","","USA","MT","",""
"523",262,"+","BGCv11","IDF","IDF_meso","IDFdm","IDFdm1","Kettle Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kettle","","","BC","BC","","#E9E56EFF"
"524",262,"-","BGCv11","IDF","IDF_meso","IDFdm","IDFdm1","Kettle Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kettle","","","BC","BC","",""
"525",263,"+","BGCv11","IDF","IDF_meso","IDFdm","IDFdm2","Kootenay Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kootenay","","","BC","BC","","#E9D924FF"
"526",263,"-","BGCv11","IDF","IDF_meso","IDFdm","IDFdm2","Kootenay Dry Mild IDF","Interior Douglas-fir","Dry Mild","Kootenay","","","BC","BC","",""
"527",264,"+","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_MT","Dry Mild Montana IDF","Interior Douglas-fir","Dry Mild","Montana","NW Montana","IDF dmz","USA","MT","","#DBD679FF"
"528",264,"-","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_MT","Dry Mild Montana IDF","Interior Douglas-fir","Dry Mild","Montana","NW Montana","IDF dmz","USA","MT","",""
"529",265,"+","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_WA","Dry Mild Washington IDF","Interior Douglas-fir","Dry Mild","Washington","NE Washington","IDF dmy","USA","WA","","#D5D66CFF"
"530",265,"-","USA_2019","IDF","IDF_meso","IDFdm","IDFdm_WA","Dry Mild Washington IDF","Interior Douglas-fir","Dry Mild","Washington","NE Washington","IDF dmy","USA","WA","",""
"531",266,"+","BGCv11","IDF","IDF","IDFdw","IDFdw","Dry Warm IDF","Interior Douglas-fir","Dry Warm","","","","BC","BC","","#CEC622FF"
"532",266,"-","BGCv11","IDF","IDF","IDFdw","IDFdw","Dry Warm IDF","Interior Douglas-fir","Dry Warm","","","","BC","BC","",""
"533",267,"+","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Dry Very Hot Montana IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana, EC Idaho, NW Wyoming","IDF xxz","USA","MT","","#DAD974FF"
"534",267,"-","USA_2019","IDF","IDF","IDFdx","IDFdx_MT","Dry Very Hot Montana IDF","Interior Douglas-fir","Dry Very Hot","Montana","SW Montana, EC Idaho, NW Wyoming","IDF xxz","USA","MT","",""
"535",268,"+","USA_2019","IDF","IDF","IDFdxx","IDFdxx_WY","Dry Very Hot Wyoming IDF","Interior Douglas-fir","Dry Very Hot","Wyoming","NC & SE Wyoming, SC Montana","","USA","WY","","#E6C937FF"
"536",268,"-","USA_2019","IDF","IDF","IDFdxx","IDFdxx_WY","Dry Very Hot Wyoming IDF","Interior Douglas-fir","Dry Very Hot","Wyoming","NC & SE Wyoming, SC Montana","","USA","WY","",""
"537",269,"+","BGCv11","IDF","ICH_dry","IDFmw","IDFmw2","Thompson Moist Warm IDF","Interior Douglas-fir","Moist Warm","Thompson","","","BC","BC","","#DDD313FF"
"538",269,"-","BGCv11","IDF","ICH_dry","IDFmw","IDFmw2","Thompson Moist Warm IDF","Interior Douglas-fir","Moist Warm","Thompson","","","BC","BC","",""
