"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"315","BWBSwk1/103","SwPl – Soopollalie – Showy aster","IN","insolation"
"316","BWBSwk1/103$6B.1","At – Rose – Fuzzy-spiked wildrye",NA,NA
"317","BWBSwk1/104","Sb – Huckleberry – Lingonberry","CA","cold aspects - cold air"
"318","BWBSwk1/104$6B.1","At – Labrador tea – Lingonberry",NA,NA
"319","BWBSwk1/110","Sw – Currant – Horsetail",NA,NA
"320","BWBSwk1/110$6B.1","AcbAt – Cow parsnip",NA,NA
"321","BWBSwk1/110$6B.2","At – High bush-cranberry – Oak fern",NA,NA
"322","BWBSwk1/111","Sb – Horsetail – Step moss","CA","cold aspects - cold air"
"323","BWBSwk1/Gb51","Saskatoon – Blue wildrye","Gb","brushland"
"324","BWBSwk1/Wb06","Lt – Water sedge – Fen moss","Wb","wetland bog "
"325","BWBSwk1/Wb09","Sb – Horsetail – Peat mosses","Wb","wetland bog "
"326","BWBSwk1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"327","BWBSwk1/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"328","BWBSwk1/Wf14","Tea-leaved willow – Water sedge – Glow moss","Wf","wetland fen"
"329","BWBSwk2/101","SwBl – Huckleberry – Feather moss",NA,NA
"330","BWBSwk2/101$6B.1","At – Sitka alder – High bush-cranberry",NA,NA
"331","BWBSwk2/102","Pl – Lingonberry – Reindeer lichens",NA,NA
"332","BWBSwk2/102$6B.1","At – Kinnikinnick – Fuzzy-spiked wildrye",NA,NA
"333","BWBSwk2/103","SwPl – Soopolallie – Fuzzy-spiked wildrye","IN","insolation"
"334","BWBSwk2/103$6B.1","At – Rose – Fuzzy-spiked wildrye",NA,NA
"335","BWBSwk2/104","Sb – Huckleberry – Lingonberry","CA","cold aspects - cold air"
"336","BWBSwk2/104$6B.1","At – Labrador tea – Lingonberry",NA,NA
"337","BWBSwk2/110","Sw – Currant – Bluebells",NA,NA
"338","BWBSwk2/110$6B.1","At – High bush-cranberry – Bluebells",NA,NA
"339","BWBSwk2/111","Sw – Currant – Horsetail","Fh","high fluvial bench"
"340","BWBSwk2/111$6B.1","AcbAt – Cow parsnip",NA,NA
"341","BWBSwk3/101","SwBl – Huckleberry – Feather moss",NA,NA
"342","BWBSwk3/102","Pl – Crowberry – Lingonberry",NA,NA
"343","BWBSwk3/103","Sb – Huckleberry – Lingonberry","CA","cold aspects - cold air"
"344","BWBSwk3/110","Sw – Currant – Horsetail",NA,NA
"345","BWBSwk3/111","Sb – Horsetail – Step moss",NA,NA
"346","CDFmm/101","Fdc – Salal – Dull Oregon-grape",NA,NA
"347","CDFmm/102","FdcRa – Heron's-bill mosses – Rock mosses",NA,NA
"348","CDFmm/102.1","FdcRa – Heron's-bill mosses – Rock mosses; Typic variation",NA,NA
"349","CDFmm/102.2","FdcRa – Heron's-bill mosses – Rock mosses; Selaginella variation",NA,NA
"350","CDFmm/103","Qg – Broad-leaved stonecrop – Heron's-bill mosses",NA,NA
"351","CDFmm/104","FdcRa – Salal",NA,NA
"352","CDFmm/105","FdcRa – Oceanspray – Oniongrass",NA,NA
"353","CDFmm/106","Qg – Oceanspray – Polypody ferns",NA,NA
"354","CDFmm/110","CwFdc – Dull Oregon-grape – Sword fern",NA,NA
"355","CDFmm/111","FdcHw – Red huckleberry – Salal",NA,NA
"356","CDFmm/112","CwBg – Sword fern – Foamflower",NA,NA
"357","CDFmm/112a","CwBg – Sword fern – Foamflower; Typic phase",NA,NA
"358","CDFmm/112b","CwBg – Sword fern – Foamflower; Fluctuating water table phase",NA,NA
"359","CDFmm/Bb01","American searocket – Seabeach sandwort","Bb","beachland"
"360","CDFmm/Bb02","Dune lymegrass","Bb","beachland"
"361","CDFmm/Bb02.1","Dune lymegrass; Typic variation","Bb","beachland"
"362","CDFmm/Bb02.2","Dune lymegrass; Sparse variation","Bb","beachland"
"363","CDFmm/Bb02.3","Dune lymegrass; Beach peavine variation","Bb","beachland"
"364","CDFmm/Bb03","Large-headed sedge – Dune bluegrass","Bb","beachland"
"365","CDFmm/Bb04","Silver burr ragweed","Bb","beachland"
"366","CDFmm/Bb05","Beach strawberry – Red fescue – Dune tansy","Bb","beachland"
"367","CDFmm/Bb06","Salal – Slender beaked moss","Bb","beachland"
"368","CDFmm/Bb07","Kinnikinnick – Grey rock moss","Bb","beachland"
"369","CDFmm/Bb08","Field wormwood – Red fescue – Grey rock moss","Bb","beachland"
"370","CDFmm/Bb09","Grey rock moss","Bb","beachland"
"371","CDFmm/Bb10","Dune bluegrass","Bb","beachland"
"372","CDFmm/Bb11","Yellow sand-verbena","Bb","beachland"
"373","CDFmm/Ed01","Tufted hairgrass – Meadow barley",NA,NA
"374","CDFmm/Ed03","Arctic rush – Alaska plantain",NA,NA
"375","CDFmm/Ed04","Cow parsnip – Silverweed cinquefoil",NA,NA
"376","CDFmm/Em01","Sea ditch-grass",NA,NA
"377","CDFmm/Em02","Pacific glasswort – Saltgrass",NA,NA
"378","CDFmm/Em03","Saltgrass",NA,NA
"379","CDFmm/Em05","Lyngbye's sedge",NA,NA
"380","CDFmm/Em07","Common spikerush – Lyngbye's sedge",NA,NA
"381","CDFmm/Es01","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"382","CDFmm/Es02","Sitka willow – Lily-of-the-valley",NA,NA
"383","CDFmm/Fl51","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"384","CDFmm/Fm53","ActDr – Salmonberry – Lily-of-the-Valley","Fm","mid fluvial bench"
"385","CDFmm/Fm54","MbDr – Salmonberry – Sword fern","Fm","mid fluvial bench"
"386","CDFmm/Gg60","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"387","CDFmm/Gg61","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"388","CDFmm/Gg62","Small-leaved bentgrass – Bear's-foot sanicle – Puget Sound gumweed","Gg","grassland "
"389","CDFmm/Gg63","Purple sanicle – Ross' sedge – Oval sedge","Gg","grassland "
"390","CDFmm/Ro60","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"391","CDFmm/Ro60.1","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"392","CDFmm/Ro60.2","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"393","CDFmm/Ro61","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"394","CDFmm/Ro61.1","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"395","CDFmm/Ro61.2","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"396","CDFmm/Wb50","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"397","CDFmm/Wb55","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"398","CDFmm/Wb55.1","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"399","CDFmm/Wb55.2","Plc – Labrador tea – Peat mosses; Bog blueberry variation","Wb","wetland bog "
"400","CDFmm/Wb56","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"401","CDFmm/Wf06","Slender sedge – Buckbean","Wf","wetland fen"
"402","CDFmm/Wf51","Sitka sedge – Peat mosses","Wf","wetland fen"
"403","CDFmm/Wf52","Sweet gale – Sitka sedge","Wf","wetland fen"
"404","CDFmm/Wf53","Slender sedge – White beakrush","Wf","wetland fen"
"405","CDFmm/Wm04","Common spikerush","Wm","wetland marsh"
"406","CDFmm/Wm05","Cattail","Wm","wetland marsh"
"407","CDFmm/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"408","CDFmm/Wm09","Inflated sedge","Wm","wetland marsh"
"409","CDFmm/Wm11","Seacoast bulrush","Wm","wetland marsh"
"410","CDFmm/Wm50","Sitka sedge – Water-parsley","Wm","wetland marsh"
"411","CDFmm/Wm50.1","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"412","CDFmm/Wm51","Three-way marsh-sedge","Wm","wetland marsh"
"413","CDFmm/Wm52","Water horsetail – Sitka sedge","Wm","wetland marsh"
"414","CDFmm/Ws50","Pink spirea – Sitka sedge","Ws","wetland swamp"
"415","CDFmm/Ws51","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"416","CDFmm/Ws51.1","Sitka willow – Pacific willow – Skunk cabbage; Typic variation","Ws","wetland swamp"
"417","CDFmm/Ws52","Dr – Skunk cabbage","Ws","wetland swamp"
"418","CDFmm/Ws53","Cw – Osoberry – Skunk cabbage","Ws","wetland swamp"
"419","CDFmm/Ws57","CwHw – Skunk cabbage","Ws","wetland swamp"
"420","CDFmm/Ws58","CwHw – Slough sedge","Ws","wetland swamp"
"421","CDFmm/Ws58.1","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"422","CDFmm/Ws60","Ss – Crabapple – Slough sedge","SS","salt spray"
"423","CDFmm/Ws61","Dr – Slough sedge","Ws","wetland swamp"
"424","CDFmm/Ws62","ActAt – Slough sedge","Ws","wetland swamp"
"425","CMAwh/Ah33","Alaskan & White Mountain-heathers – Tufted hairgrass","Ah","alpine heath"
"426","CMAwh/Ah34","Yellow mountain-heath– Bog blueberry – Crowberry","Ah","alpine heath"
"427","CMAwh/Am34","Tufted hairgrass – Calder's lovage",NA,NA
"428","CWHdm1/101","FdcHw – Red huckleberry – Salal",NA,NA
"429","CWHdm1/101a","FdcHw – Red Huckleberry – Salal; Typic phase",NA,NA
"430","CWHdm1/101b","FdcHw – Red huckleberry – Salal; Poor phase",NA,NA
"431","CWHdm1/102","FdcRa – Heron's-bill mosses – Rock mosses",NA,NA
"432","CWHdm1/103","FdcHw – Salal – Step moss",NA,NA
"433","CWHdm1/104","FdCw – Dull Oregon-grape – Baldhip rose",NA,NA
"434","CWHdm1/110","FdcHwCw – Sword fern",NA,NA
"435","CWHdm1/111","CwHw – Deer fern – Sword fern",NA,NA
"436","CWHdm1/112","HwCw – Sword fern – Vanilla-leaf",NA,NA
"437","CWHdm1/112a","HwCw – Sword fern – Vanilla-leaf; Typic phase",NA,NA
"438","CWHdm1/112b","HwCw – Sword fern – Vanilla-leaf; Fluctuating water table phase",NA,NA
"439","CWHdm1/113","HwCw – Salmonberry – Sword fern","Fh","high fluvial bench"
"440","CWHdm1/Bb01","American searocket – Seabeach sandwort","Bb","beachland"
"441","CWHdm1/Bb02","Dune lymegrass","Bb","beachland"
"442","CWHdm1/Bb03","Large-headed sedge – Dune bluegrass","Bb","beachland"
"443","CWHdm1/Bb04","Silver burr ragweed","Bb","beachland"
"444","CWHdm1/Bb05","Beach strawberry – Red fescue – Dune tansy","Bb","beachland"
"445","CWHdm1/Bb06","Salal – Slender beaked moss","Bb","beachland"
"446","CWHdm1/Bb07","Kinnikinnick – Grey rock moss","Bb","beachland"
"447","CWHdm1/Bb08","Field wormwood – Red fescue – Grey rock moss","Bb","beachland"
"448","CWHdm1/Bb09","Grey rock moss","Bb","beachland"
"449","CWHdm1/Bb10","Dune bluegrass","Bb","beachland"
"450","CWHdm1/Bb11","Yellow sand-verbena","Bb","beachland"
"451","CWHdm1/Ed01","Tufted hairgrass – Meadow barley",NA,NA
"452","CWHdm1/Ed03","Arctic rush – Alaska plantain",NA,NA
"453","CWHdm1/Ed04","Cow parsnip – Silverweed cinquefoil",NA,NA
"454","CWHdm1/Em01","Sea ditch-grass",NA,NA
"455","CWHdm1/Em02","Pacific glasswort – Saltgrass",NA,NA
"456","CWHdm1/Em03","Saltgrass",NA,NA
"457","CWHdm1/Em05","Lyngbye's sedge",NA,NA
"458","CWHdm1/Em07","Common spikerush – Lyngbye's sedge",NA,NA
"459","CWHdm1/Es01","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"460","CWHdm1/Es02","Sitka willow – Lily-of-the-valley",NA,NA
"461","CWHdm1/Fl51","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"462","CWHdm1/Fl52","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"463","CWHdm1/Fm53","ActDr – Salmonberry – Lily-of-the-Valley","Fm","mid fluvial bench"
"464","CWHdm1/Fm54","MbDr – Salmonberry – Sword fern","Fm","mid fluvial bench"
"465","CWHdm1/Gg60","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"466","CWHdm1/Gg61","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"467","CWHdm1/Gg63","Purple sanicle – Ross' sedge – Oval sedge","Gg","grassland "
"468","CWHdm1/Ro60","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"469","CWHdm1/Ro60.1","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"470","CWHdm1/Ro60.2","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"471","CWHdm1/Ro61","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"472","CWHdm1/Ro61.1","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"473","CWHdm1/Ro61.2","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"474","CWHdm1/Wb50","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"475","CWHdm1/Wb55","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"476","CWHdm1/Wb55.1","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"477","CWHdm1/Wb56","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"478","CWHdm1/Wf51","Sitka sedge – Peat mosses","Wf","wetland fen"
"479","CWHdm1/Wf52","Sweet gale – Sitka sedge","Wf","wetland fen"
"480","CWHdm1/Wf52.1","Sweet gale – Sitka sedge; Typic variation","Wf","wetland fen"
"481","CWHdm1/Wf53","Slender sedge – White beakrush","Wf","wetland fen"
"482","CWHdm1/Wm05","Cattail","Wm","wetland marsh"
"483","CWHdm1/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"484","CWHdm1/Wm50","Sitka sedge – Water-parsley","Wm","wetland marsh"
"485","CWHdm1/Wm50.1","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"486","CWHdm1/Wm50.3","Sitka sedge – Water-parsley; Inflated sedge variation","Wm","wetland marsh"
"487","CWHdm1/Wm51","Three-way marsh-sedge","Wm","wetland marsh"
"488","CWHdm1/Wm52","Water horsetail – Sitka sedge","Wm","wetland marsh"
"489","CWHdm1/Ws50","Pink spirea – Sitka sedge","Ws","wetland swamp"
"490","CWHdm1/Ws51","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"491","CWHdm1/Ws51.1","Sitka willow – Pacific willow – Skunk cabbage; Typic variation","Ws","wetland swamp"
"492","CWHdm1/Ws51.2","Sitka willow – Pacific willow – Skunk cabbage; Small-flowered bulrush variation","Ws","wetland swamp"
"493","CWHdm1/Ws56","SsHw – Skunk cabbage","Ws","wetland swamp"
"494","CWHdm1/Ws56.1","SsHw – Skunk cabbage; CwHw variation","Ws","wetland swamp"
"495","CWHdm1/Ws57","CwHw – Skunk cabbage","Ws","wetland swamp"
"496","CWHdm1/Ws58","CwHw – Slough sedge","Ws","wetland swamp"
"497","CWHdm1/Ws58.1","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"498","CWHdm1/Ws60","Ss – Crabapple – Slough sedge","SS","salt spray"
"499","CWHdm1/Ws61","Dr – Slough sedge","Ws","wetland swamp"
"500","CWHdm1/Ws62","ActAt – Slough sedge","Ws","wetland swamp"
"501","CWHdm2/101","FdcHw – Red huckleberry – Salal",NA,NA
"502","CWHdm2/101a","FdcHw – Red huckleberry – Salal; Typic phase",NA,NA
"503","CWHdm2/101b","FdcHw – Red huckleberry – Salal; Poor phase",NA,NA
"504","CWHdm2/102","PlcFdc – Rock mosses – Clad lichens",NA,NA
"505","CWHdm2/103","FdcPlc – Salal – Step moss",NA,NA
"506","CWHdm2/104","FdcHw – Salal – Step moss",NA,NA
"507","CWHdm2/105","FdcHwCw – Sword fern",NA,NA
"508","CWHdm2/110","HwFdc – Sword fern – Vanilla-leaf",NA,NA
"509","CWHdm2/111","CwHw – Salal – Deer fern",NA,NA
"510","CWHdm2/112","HwCw – Sword fern – Vanilla-leaf",NA,NA
"511","CWHdm2/112.1","HwCw – Sword fern – Vanilla-leaf; Salmonberry variation",NA,NA
"512","CWHdm2/112.2","HwCw – Sword fern – Vanilla-leaf; Devil's club variation",NA,NA
"513","CWHdm2/113","HwCw – Salmonberry – Sword fern","Fh","high fluvial bench"
"514","CWHdm2/Bb01","American searocket – Seabeach sandwort","Bb","beachland"
"515","CWHdm2/Bb02","Dune lymegrass","Bb","beachland"
"516","CWHdm2/Ed01","Tufted hairgrass – Meadow barley",NA,NA
"517","CWHdm2/Ed03","Arctic rush – Alaska plantain",NA,NA
"518","CWHdm2/Ed04","Cow parsnip – Silverweed cinquefoil",NA,NA
"519","CWHdm2/Em01","Sea ditch-grass",NA,NA
"520","CWHdm2/Em02","Pacific glasswort – Saltgrass",NA,NA
"521","CWHdm2/Em03","Saltgrass",NA,NA
"522","CWHdm2/Em05","Lyngbye's sedge",NA,NA
"523","CWHdm2/Em07","Common spikerush – Lyngbye's sedge",NA,NA
"524","CWHdm2/Es01","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"525","CWHdm2/Es02","Sitka willow – Lily-of-the-valley",NA,NA
"526","CWHdm2/Fl51","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"527","CWHdm2/Fl52","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"528","CWHdm2/Fm53","ActDr – Salmonberry – Lily-of-the-Valley","Fm","mid fluvial bench"
"529","CWHdm2/Fm54","MbDr – Salmonberry – Sword fern","Fm","mid fluvial bench"
"530","CWHdm2/Gg60","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"531","CWHdm2/Gg61","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"532","CWHdm2/Gg62","Small-leaved bentgrass – Bear's-foot sanicle – Puget Sound gumweed","Gg","grassland "
"533","CWHdm2/Ro60","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"534","CWHdm2/Ro60.1","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"535","CWHdm2/Ro60.2","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"536","CWHdm2/Ro61","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"537","CWHdm2/Ro61.1","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"538","CWHdm2/Ro61.2","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"539","CWHdm2/Wb50","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"540","CWHdm2/Wb55","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"541","CWHdm2/Wb55.1","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"542","CWHdm2/Wb56","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"543","CWHdm2/Wf51","Sitka sedge – Peat mosses","Wf","wetland fen"
"544","CWHdm2/Wf52","Sweet gale – Sitka sedge","Wf","wetland fen"
"545","CWHdm2/Wf52.1","Sweet gale – Sitka sedge; Typic variation","Wf","wetland fen"
"546","CWHdm2/Wf53","Slender sedge – White beakrush","Wf","wetland fen"
"547","CWHdm2/Wm05","Cattail","Wm","wetland marsh"
"548","CWHdm2/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"549","CWHdm2/Wm50","Sitka sedge – Water-parsley","Wm","wetland marsh"
"550","CWHdm2/Wm50.1","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"551","CWHdm2/Wm50.3","Sitka sedge – Water-parsley; Inflated sedge variation","Wm","wetland marsh"
"552","CWHdm2/Wm51","Three-way marsh-sedge","Wm","wetland marsh"
"553","CWHdm2/Wm52","Water horsetail – Sitka sedge","Wm","wetland marsh"
"554","CWHdm2/Ws50","Pink spirea – Sitka sedge","Ws","wetland swamp"
"555","CWHdm2/Ws51","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"556","CWHdm2/Ws51.2","Sitka willow – Pacific willow – Skunk cabbage; Small-flowered bulrush variation","Ws","wetland swamp"
"557","CWHdm2/Ws56","SsHw – Skunk cabbage","Ws","wetland swamp"
"558","CWHdm2/Ws56.1","SsHw – Skunk cabbage; CwHw variation","Ws","wetland swamp"
"559","CWHdm2/Ws57","CwHw – Skunk cabbage","Ws","wetland swamp"
"560","CWHdm2/Ws58","CwHw – Slough sedge","Ws","wetland swamp"
"561","CWHdm2/Ws58.1","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"562","CWHdm3/101","FdcHw – Red huckleberry – Salal",NA,NA
"563","CWHdm3/102","PlcFdc – Rock mosses – Clad lichens",NA,NA
"564","CWHdm3/103","FdcHw – Salal – Step moss",NA,NA
"565","CWHdm3/104","FdcCw – Vine maple – Sword fern",NA,NA
"566","CWHdm3/110","FdcHwCw – Sword fern",NA,NA
"567","CWHdm3/111","CwFdc – Deer fern – Sword fern",NA,NA
"568","CWHdm3/112","HwCw – Vine maple – Sword fern",NA,NA
"569","CWHdm3/113","SsCw – Salmonberry – Vine maple","Fh","high fluvial bench"
"570","CWHdm3/Ed01","Tufted hairgrass – Meadow barley",NA,NA
"571","CWHdm3/Ed03","Arctic rush – Alaska plantain",NA,NA
"572","CWHdm3/Ed04","Cow parsnip – Silverweed cinquefoil",NA,NA
"573","CWHdm3/Em01","Sea ditch-grass",NA,NA
"574","CWHdm3/Em02","Pacific glasswort – Saltgrass",NA,NA
"575","CWHdm3/Em03","Saltgrass",NA,NA
"576","CWHdm3/Em05","Lyngbye's sedge",NA,NA
"577","CWHdm3/Em07","Common spikerush – Lyngbye's sedge",NA,NA
"578","CWHdm3/Es01","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"579","CWHdm3/Es02","Sitka willow – Lily-of-the-valley",NA,NA
"580","CWHdm3/Fl51","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"581","CWHdm3/Fl52","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"582","CWHdm3/Fm53","ActDr – Salmonberry – Lily-of-the-Valley","Fm","mid fluvial bench"
"583","CWHdm3/Ro60","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"584","CWHdm3/Ro60.1","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"585","CWHdm3/Ro60.2","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"586","CWHdm3/Ro61","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"587","CWHdm3/Ro61.1","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"588","CWHdm3/Ro61.2","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
